date,label,nb_hits,sum_time_spent,avg_page_load_time,bounce_rate,exit_rate,entrances,bounces
2024-12-25,home,68,602.29,0.785,53.3%,17.8%,6,36
2024-12-25,services,28,207.83,0.57,50.3%,11.6%,20,14
2024-12-25,blog,20,190.24,1.1,63.0%,36.4%,3,12
2024-12-25,faq,11,137.3,0.921,38.9%,14.7%,6,4
2024-12-25,pricing,8,86.42,0.773,63.9%,23.2%,0,5
2024-12-25,testimonials,1,11.71,0.912,57.7%,27.0%,1,0
2024-12-26,about,40,282.19,0.669,36.8%,13.6%,36,14
2024-12-26,contact,37,353.73,0.609,13.3%,30.4%,0,4
2024-12-26,home,72,630.43,0.626,66.0%,37.1%,7,47
2024-12-26,services,23,213.07,1.007,41.0%,46.3%,7,9
2024-12-26,blog,16,122.51,1.013,37.8%,40.0%,11,6
2024-12-26,faq,6,78.38,0.962,50.2%,58.1%,1,3
2024-12-26,pricing,8,75.62,0.691,40.2%,45.4%,0,3
2024-12-26,testimonials,8,82.84,0.524,27.2%,24.7%,6,2
2024-12-27,about,32,291.06,0.726,42.9%,21.0%,3,13
2024-12-27,contact,47,392.29,0.727,61.3%,44.0%,22,28
2024-12-27,home,54,427.89,0.731,16.4%,46.0%,29,8
2024-12-27,services,25,207.03,0.505,46.9%,34.1%,24,11
2024-12-27,blog,15,91.36,0.978,32.9%,30.6%,9,4
2024-12-27,faq,10,59.51,0.562,34.3%,16.3%,3,3
2024-12-27,pricing,24,212.19,1.048,34.7%,21.8%,12,8
2024-12-27,testimonials,5,53.12,0.585,57.4%,24.8%,2,2
2024-12-28,about,18,208.66,0.603,62.9%,30.5%,15,11
2024-12-28,contact,30,257.26,0.543,69.1%,24.9%,17,20
2024-12-28,home,49,609.46,1.173,49.2%,29.4%,3,24
2024-12-28,services,16,134.75,0.847,40.8%,38.2%,12,6
2024-12-28,blog,7,53.62,0.472,19.0%,35.2%,6,1
2024-12-28,faq,8,80.4,0.952,38.7%,12.2%,7,3
2024-12-28,pricing,9,110.42,0.717,16.5%,31.8%,5,1
2024-12-28,testimonials,2,16.19,0.9,59.3%,48.5%,0,1
2024-12-29,about,42,316.05,0.772,31.1%,59.9%,14,13
2024-12-29,contact,31,314.29,0.853,19.8%,29.1%,11,6
2024-12-29,home,48,358.24,0.704,14.7%,44.7%,37,7
2024-12-29,services,24,250.82,0.899,19.0%,11.9%,6,4
2024-12-29,blog,15,149.49,0.831,24.0%,14.2%,4,3
2024-12-29,faq,8,79.98,0.596,23.2%,31.9%,2,1
2024-12-29,pricing,8,84.38,0.591,54.1%,25.2%,0,4
2024-12-29,testimonials,5,60.55,0.643,23.3%,43.9%,1,1
2024-12-30,about,41,314.95,0.933,25.0%,26.8%,9,10
2024-12-30,contact,43,464.14,0.731,23.7%,36.2%,5,10
2024-12-30,home,44,478.0,0.697,62.5%,52.6%,2,27
2024-12-30,services,21,193.38,0.791,68.8%,23.4%,17,14
2024-12-30,blog,9,72.6,0.966,38.3%,45.5%,5,3
2024-12-30,faq,6,54.29,0.815,58.1%,29.9%,5,3
2024-12-30,pricing,8,80.09,0.69,22.6%,22.0%,1,1
2024-12-30,testimonials,3,34.56,0.88,42.0%,56.6%,0,1
2024-12-31,about,32,275.57,0.762,51.0%,43.0%,32,16
2024-12-31,contact,43,339.06,0.646,32.4%,21.5%,28,13
2024-12-31,home,72,620.31,0.533,45.1%,50.8%,13,32
2024-12-31,services,23,160.75,0.736,47.6%,44.2%,15,10
2024-12-31,blog,13,135.01,0.694,45.7%,49.7%,6,5
2024-12-31,faq,11,77.7,0.985,10.0%,16.3%,9,1
2024-12-31,pricing,6,62.46,0.492,51.5%,30.2%,1,3
2024-12-31,testimonials,2,23.36,0.888,16.9%,25.3%,2,0
2025-01-01,about,32,350.52,0.828,16.2%,57.2%,9,5
2025-01-01,contact,54,545.51,1.163,38.8%,34.6%,48,20
2025-01-01,home,60,495.85,0.77,51.1%,31.8%,58,30
2025-01-01,services,27,217.68,0.655,49.6%,55.5%,0,13
2025-01-01,blog,18,150.13,0.681,66.2%,36.0%,9,11
2025-01-01,faq,12,95.85,0.556,55.5%,39.1%,7,6
2025-01-01,pricing,3,33.34,0.703,36.1%,57.3%,0,1
2025-01-01,testimonials,3,27.17,0.737,32.8%,35.3%,3,0
2025-01-02,about,41,321.57,0.555,20.1%,39.1%,14,8
2025-01-02,contact,47,406.93,0.519,57.8%,39.5%,31,27
2025-01-02,home,61,598.36,1.045,19.2%,45.5%,49,11
2025-01-02,services,27,320.2,0.703,31.6%,43.4%,2,8
2025-01-02,blog,29,205.81,1.157,61.6%,22.6%,7,17
2025-01-02,faq,6,53.89,0.505,38.6%,55.1%,6,2
2025-01-02,pricing,6,55.31,0.659,41.2%,47.1%,2,2
2025-01-02,testimonials,1,7.23,0.88,23.5%,11.3%,0,0
2025-01-03,about,32,278.53,1.033,11.1%,13.7%,20,3
2025-01-03,contact,33,325.66,0.892,47.1%,42.2%,1,15
2025-01-03,home,53,629.79,0.223,24.4%,16.2%,0,12
2025-01-03,services,20,152.88,0.44,40.5%,33.8%,17,8
2025-01-03,blog,22,180.48,0.589,42.6%,45.6%,20,9
2025-01-03,faq,13,149.42,0.752,47.2%,50.2%,12,6
2025-01-03,pricing,7,69.49,0.877,15.9%,31.8%,7,1
2025-01-03,testimonials,3,21.82,0.607,41.9%,12.6%,0,1
2025-01-04,about,22,246.11,0.98,49.0%,58.4%,16,10
2025-01-04,contact,33,286.32,0.564,33.8%,47.2%,29,11
2025-01-04,home,38,271.04,0.8,30.4%,26.2%,23,11
2025-01-04,services,14,109.0,0.838,46.4%,14.5%,2,6
2025-01-04,blog,7,43.44,1.004,26.5%,50.4%,4,1
2025-01-04,faq,6,54.55,0.476,32.8%,32.4%,2,1
2025-01-04,pricing,8,81.0,0.848,35.1%,49.2%,7,2
2025-01-04,testimonials,3,28.72,0.538,13.8%,53.1%,3,0
2025-01-05,about,23,249.19,0.621,50.2%,13.6%,20,11
2025-01-05,contact,27,199.54,0.642,26.7%,54.8%,16,7
2025-01-05,home,46,326.42,1.107,67.4%,26.5%,22,31
2025-01-05,services,20,245.43,0.903,67.2%,15.1%,14,13
2025-01-05,blog,8,73.28,0.781,52.3%,14.3%,0,4
2025-01-05,faq,6,54.81,0.813,66.5%,53.4%,0,3
2025-01-05,pricing,6,60.97,0.836,27.3%,19.3%,1,1
2025-01-05,testimonials,2,17.19,0.579,39.0%,23.2%,2,0
2025-01-06,about,42,304.94,0.749,35.6%,36.9%,7,14
2025-01-06,contact,44,466.79,1.086,64.6%,10.9%,42,28
2025-01-06,home,67,519.53,0.72,63.3%,33.5%,23,42
2025-01-06,services,30,282.51,1.011,30.1%,50.8%,14,9
2025-01-06,blog,14,104.06,1.157,34.3%,44.0%,14,4
2025-01-06,faq,9,92.04,0.558,35.2%,58.3%,8,3
2025-01-06,pricing,9,68.11,0.904,30.7%,13.1%,9,2
2025-01-06,testimonials,2,19.11,0.703,57.9%,36.9%,2,1
2025-01-07,about,42,429.64,0.761,54.4%,37.1%,36,22
2025-01-07,contact,32,367.27,0.796,59.4%,54.0%,24,19
2025-01-07,home,58,585.45,0.54,62.6%,30.9%,52,36
2025-01-07,services,24,208.2,0.965,68.9%,48.0%,14,16
2025-01-07,blog,19,157.83,0.48,38.0%,22.0%,0,7
2025-01-07,faq,13,117.14,0.934,63.2%,27.9%,7,8
2025-01-07,pricing,7,59.06,0.539,23.7%,39.2%,1,1
2025-01-07,testimonials,7,68.05,0.595,11.5%,13.2%,1,0
2025-01-08,about,27,208.01,0.715,52.6%,36.7%,4,14
2025-01-08,contact,43,503.72,0.597,28.6%,40.3%,32,12
2025-01-08,home,58,734.39,0.887,67.8%,39.5%,19,39
2025-01-08,services,24,260.98,0.506,57.1%,42.4%,11,13
2025-01-08,blog,18,166.09,0.741,58.4%,24.5%,15,10
2025-01-08,faq,9,82.2,1.042,51.5%,54.2%,8,4
2025-01-08,pricing,14,67.63,0.593,17.2%,31.3%,14,2
2025-01-08,testimonials,3,31.55,1.506,19.0%,15.2%,2,0
2025-01-09,about,46,361.19,0.925,56.6%,51.6%,9,26
2025-01-09,contact,39,319.64,1.112,54.2%,15.7%,29,21
2025-01-09,home,60,578.02,0.707,57.5%,16.4%,45,34
2025-01-09,services,25,223.75,1.042,12.2%,36.8%,5,3
2025-01-09,blog,27,215.2,1.033,18.6%,52.9%,25,5
2025-01-09,faq,6,51.01,0.793,17.0%,19.2%,2,1
2025-01-09,pricing,6,44.28,0.804,38.6%,48.2%,5,2
2025-01-09,testimonials,6,51.75,0.736,34.1%,52.3%,5,2
2025-01-10,about,37,342.12,0.748,28.8%,33.0%,28,10
2025-01-10,contact,47,405.92,0.589,33.1%,36.7%,23,15
2025-01-10,home,54,615.43,0.671,40.7%,57.2%,38,21
2025-01-10,services,22,218.08,0.928,31.1%,24.9%,3,6
2025-01-10,blog,20,186.9,0.825,49.4%,32.0%,20,9
2025-01-10,faq,4,29.0,0.798,65.2%,32.0%,4,2
2025-01-10,pricing,8,95.27,0.971,31.0%,55.9%,1,2
2025-01-10,testimonials,0,0.0,0.666,32.4%,20.7%,0,0
2025-01-11,about,26,233.12,0.788,58.6%,44.5%,5,15
2025-01-11,contact,20,143.29,0.722,33.7%,18.7%,11,6
2025-01-11,home,38,382.74,0.753,56.8%,47.8%,13,21
2025-01-11,services,19,179.3,0.806,53.9%,48.8%,13,10
2025-01-11,blog,11,106.38,0.998,40.1%,46.1%,9,4
2025-01-11,faq,6,63.42,1.12,48.6%,14.4%,4,2
2025-01-11,pricing,6,59.16,0.7,69.2%,37.8%,0,4
2025-01-11,testimonials,2,12.27,0.954,29.4%,42.2%,0,0
2025-01-12,about,20,161.56,0.914,48.3%,42.7%,20,9
2025-01-12,contact,32,361.73,0.92,44.3%,13.3%,3,14
2025-01-12,home,44,387.29,0.642,43.3%,26.4%,21,19
2025-01-12,services,20,206.23,0.64,56.4%,32.8%,11,11
2025-01-12,blog,14,109.63,0.67,30.4%,33.8%,14,4
2025-01-12,faq,9,63.71,0.595,44.7%,34.9%,6,4
2025-01-12,pricing,8,84.29,0.928,16.8%,36.7%,2,1
2025-01-12,testimonials,3,32.91,0.61,31.8%,51.7%,3,0
2025-01-13,about,35,404.74,0.93,48.0%,59.2%,29,16
2025-01-13,contact,40,354.97,0.723,44.3%,57.7%,33,17
2025-01-13,home,74,723.79,0.766,52.7%,24.8%,38,38
2025-01-13,services,35,360.88,0.978,20.7%,51.2%,12,7
2025-01-13,blog,13,119.11,0.452,16.4%,43.0%,7,2
2025-01-13,faq,12,122.17,0.986,22.3%,26.9%,12,2
2025-01-13,pricing,8,94.77,0.777,40.8%,53.6%,8,3
2025-01-13,testimonials,5,39.76,0.883,27.5%,17.2%,0,1
2025-01-14,about,34,352.19,0.592,58.2%,21.9%,0,19
2025-01-14,contact,47,542.78,0.569,43.0%,22.5%,29,20
2025-01-14,home,58,576.65,1.124,51.4%,57.0%,16,29
2025-01-14,services,21,134.07,0.831,56.6%,37.6%,17,11
2025-01-14,blog,15,109.87,1.171,40.5%,13.1%,1,6
2025-01-14,faq,10,73.19,0.798,39.8%,18.5%,10,3
2025-01-14,pricing,6,53.83,0.496,26.6%,36.7%,0,1
2025-01-14,testimonials,3,29.67,1.063,46.1%,37.3%,2,1
2025-01-15,about,41,368.33,0.785,34.5%,15.7%,16,14
2025-01-15,contact,48,423.68,1.054,43.3%,52.2%,5,20
2025-01-15,home,48,438.03,0.843,44.2%,57.3%,6,21
2025-01-15,services,25,243.78,0.631,65.6%,28.8%,21,16
2025-01-15,blog,23,195.79,0.787,29.8%,36.8%,18,6
2025-01-15,faq,11,73.49,0.641,59.4%,32.6%,10,6
2025-01-15,pricing,9,80.88,0.611,51.4%,26.7%,5,4
2025-01-15,testimonials,7,64.28,0.716,24.9%,25.2%,6,1
2025-01-16,about,41,314.4,0.628,56.3%,31.7%,9,23
2025-01-16,contact,48,428.98,0.781,26.8%,17.3%,13,12
2025-01-16,home,53,415.54,0.945,14.6%,50.5%,3,7
2025-01-16,services,22,218.97,0.776,53.3%,14.4%,9,11
2025-01-16,blog,17,210.21,0.684,57.7%,58.5%,17,9
2025-01-16,faq,11,117.63,1.093,11.1%,37.1%,11,1
2025-01-16,pricing,8,56.47,0.636,31.0%,45.4%,8,2
2025-01-16,testimonials,8,71.75,0.855,14.5%,58.9%,2,1
2025-01-17,about,29,286.92,0.989,55.9%,32.1%,28,16
2025-01-17,contact,36,280.51,0.91,45.4%,44.8%,3,16
2025-01-17,home,64,353.11,0.689,25.1%,40.2%,0,16
2025-01-17,services,22,242.13,0.389,23.7%,51.1%,20,5
2025-01-17,blog,19,183.52,0.967,41.2%,51.5%,5,7
2025-01-17,faq,12,97.21,0.945,46.9%,32.2%,6,5
2025-01-17,pricing,5,42.18,0.94,10.7%,25.0%,0,0
2025-01-17,testimonials,5,46.01,0.656,53.2%,14.7%,5,2
2025-01-18,about,21,155.1,0.823,41.6%,29.8%,2,8
2025-01-18,contact,28,215.67,0.697,34.4%,21.6%,20,9
2025-01-18,home,28,262.68,0.696,13.2%,13.0%,6,3
2025-01-18,services,17,114.4,0.926,41.7%,35.9%,4,7
2025-01-18,blog,12,95.75,0.818,26.4%,56.2%,10,3
2025-01-18,faq,6,46.61,0.908,16.3%,21.9%,6,0
2025-01-18,pricing,3,28.76,0.706,63.3%,24.2%,3,1
2025-01-18,testimonials,3,28.66,0.968,30.5%,44.2%,0,0
2025-01-19,about,24,156.11,0.742,52.9%,46.1%,4,12
2025-01-19,contact,32,380.09,0.729,63.0%,20.3%,15,20
2025-01-19,home,45,391.24,0.664,51.3%,43.5%,27,23
2025-01-19,services,19,178.14,0.962,10.3%,19.3%,15,1
2025-01-19,blog,12,93.01,0.906,59.9%,38.6%,0,7
2025-01-19,faq,10,67.03,0.958,19.6%,37.2%,1,1
2025-01-19,pricing,6,59.5,0.831,50.3%,13.7%,3,3
2025-01-19,testimonials,3,24.99,0.687,23.5%,11.0%,2,0
2025-01-20,about,37,337.88,0.712,21.2%,27.3%,27,7
2025-01-20,contact,44,393.82,0.697,67.3%,15.8%,2,29
2025-01-20,home,56,391.35,0.97,40.4%,49.3%,14,22
2025-01-20,services,31,315.08,0.558,52.6%,10.5%,25,16
2025-01-20,blog,15,115.47,0.757,13.7%,12.6%,15,2
2025-01-20,faq,8,66.23,0.667,19.4%,57.6%,5,1
2025-01-20,pricing,3,13.49,0.943,56.0%,43.0%,1,1
2025-01-20,testimonials,4,23.08,0.794,24.5%,29.9%,0,0
2025-01-21,about,35,312.06,0.488,31.5%,51.4%,3,11
2025-01-21,contact,45,465.09,1.011,24.8%,55.2%,42,11
2025-01-21,home,65,424.61,0.686,38.3%,55.9%,2,24
2025-01-21,services,26,176.05,0.719,69.7%,57.8%,4,18
2025-01-21,blog,12,111.32,0.95,58.2%,49.6%,7,6
2025-01-21,faq,10,85.19,0.609,50.3%,49.1%,0,5
2025-01-21,pricing,14,106.26,0.849,13.4%,30.6%,0,1
2025-01-21,testimonials,6,59.43,0.822,14.1%,35.4%,1,0
2025-01-22,about,32,174.43,0.596,25.4%,10.5%,23,8
2025-01-22,contact,64,680.02,0.733,35.6%,37.6%,39,22
2025-01-22,home,60,421.93,0.711,22.0%,35.3%,55,13
2025-01-22,services,30,177.71,0.664,43.3%,19.4%,8,12
2025-01-22,blog,14,118.2,0.797,54.0%,13.7%,8,7
2025-01-22,faq,12,140.36,0.737,54.2%,16.9%,9,6
2025-01-22,pricing,10,69.19,1.123,56.1%,31.3%,8,5
2025-01-22,testimonials,10,98.14,0.835,10.1%,46.3%,6,1
2025-01-23,about,29,284.9,0.668,30.3%,18.8%,26,8
2025-01-23,contact,49,316.58,0.82,12.1%,30.5%,35,5
2025-01-23,home,57,544.86,0.833,42.5%,48.4%,35,24
2025-01-23,services,27,262.1,1.093,12.3%,34.4%,19,3
2025-01-23,blog,22,221.41,0.772,57.1%,20.0%,3,12
2025-01-23,faq,10,63.56,0.672,25.4%,39.7%,1,2
2025-01-23,pricing,10,102.08,1.027,21.9%,34.7%,3,2
2025-01-23,testimonials,4,41.03,0.608,46.2%,55.8%,3,1
2025-01-24,about,30,285.41,0.859,69.5%,24.7%,20,20
2025-01-24,contact,49,566.97,0.84,60.3%,57.5%,20,29
2025-01-24,home,46,350.17,0.71,60.9%,36.1%,40,28
2025-01-24,services,28,243.19,0.785,27.3%,48.4%,25,7
2025-01-24,blog,12,93.67,0.838,13.5%,28.6%,0,1
2025-01-24,faq,12,112.46,1.055,67.9%,20.9%,2,8
2025-01-24,pricing,9,93.99,1.033,59.9%,12.1%,3,5
2025-01-24,testimonials,9,78.54,1.125,19.0%,23.2%,0,1
2025-01-25,about,22,211.64,0.426,11.2%,36.1%,2,2
2025-01-25,contact,33,349.16,0.942,28.7%,38.4%,17,9
2025-01-25,home,32,325.63,0.874,55.0%,56.9%,28,17
2025-01-25,services,10,74.02,0.758,64.8%,33.5%,8,6
2025-01-25,blog,12,95.64,0.698,31.0%,47.1%,12,3
2025-01-25,faq,6,66.06,0.645,46.0%,18.9%,5,2
2025-01-25,pricing,4,35.62,0.528,59.8%,57.5%,2,2
2025-01-25,testimonials,5,36.04,0.597,12.0%,50.8%,0,0
2025-01-26,about,24,207.32,0.846,52.5%,31.8%,7,12
2025-01-26,contact,35,336.55,0.766,32.1%,12.7%,10,11
2025-01-26,home,46,378.49,0.798,47.5%,30.8%,37,21
2025-01-26,services,19,174.96,0.933,10.7%,11.7%,15,2
2025-01-26,blog,15,141.73,0.948,30.7%,54.7%,0,4
2025-01-26,faq,6,44.81,0.784,32.1%,11.3%,2,1
2025-01-26,pricing,9,61.51,0.889,18.9%,42.7%,5,1
2025-01-26,testimonials,6,46.45,0.726,41.4%,41.7%,6,2
2025-01-27,about,36,321.77,1.232,11.9%,40.6%,13,4
2025-01-27,contact,47,444.07,0.644,28.7%,27.4%,43,13
2025-01-27,home,69,759.56,0.448,53.2%,22.1%,22,36
2025-01-27,services,22,173.95,0.631,40.7%,26.0%,0,8
2025-01-27,blog,16,145.56,0.751,25.2%,43.4%,5,4
2025-01-27,faq,12,111.64,0.757,10.9%,42.3%,6,1
2025-01-27,pricing,7,51.4,0.599,64.9%,53.4%,4,4
2025-01-27,testimonials,8,54.7,0.712,23.9%,55.1%,8,1
2025-01-28,about,34,289.5,1.04,41.1%,11.7%,14,13
2025-01-28,contact,42,457.11,0.237,18.4%,35.7%,5,7
2025-01-28,home,58,687.16,0.884,38.2%,32.0%,1,22
2025-01-28,services,28,186.77,0.519,48.4%,34.7%,18,13
2025-01-28,blog,11,132.05,0.845,15.1%,33.0%,3,1
2025-01-28,faq,12,96.67,0.659,41.3%,18.6%,3,4
2025-01-28,pricing,16,121.06,0.641,62.5%,53.4%,1,10
2025-01-28,testimonials,5,44.38,1.027,58.0%,39.0%,2,2
2025-01-29,about,32,290.28,0.444,30.2%,46.3%,24,9
2025-01-29,contact,64,639.4,0.771,10.7%,39.4%,21,6
2025-01-29,home,52,395.83,0.584,40.9%,45.7%,10,21
2025-01-29,services,30,162.18,0.664,28.6%,32.6%,27,8
2025-01-29,blog,18,146.16,0.799,45.1%,12.4%,0,8
2025-01-29,faq,13,116.84,0.818,54.9%,43.4%,0,7
2025-01-29,pricing,5,53.55,0.564,39.0%,58.9%,3,1
2025-01-29,testimonials,5,40.0,0.758,52.8%,10.2%,2,2
2025-01-30,about,35,353.23,0.604,21.4%,37.6%,13,7
2025-01-30,contact,61,491.35,0.653,34.8%,21.6%,14,21
2025-01-30,home,61,404.86,1.044,30.0%,11.9%,43,18
2025-01-30,services,30,188.48,0.599,61.5%,16.3%,29,18
2025-01-30,blog,14,193.38,0.638,22.1%,24.2%,13,3
2025-01-30,faq,13,101.24,0.75,48.0%,54.0%,7,6
2025-01-30,pricing,9,77.59,0.757,45.5%,41.6%,1,4
2025-01-30,testimonials,9,109.32,0.919,42.7%,12.6%,9,3
2025-01-31,about,32,378.61,0.571,27.2%,58.5%,10,8
2025-01-31,contact,37,429.02,1.085,19.2%,49.7%,19,7
2025-01-31,home,77,586.92,0.677,43.2%,29.1%,22,33
2025-01-31,services,24,208.05,0.533,46.1%,26.4%,8,11
2025-01-31,blog,13,109.76,1.008,27.8%,54.5%,8,3
2025-01-31,faq,12,86.45,0.402,18.6%,51.1%,9,2
2025-01-31,pricing,16,161.19,1.48,41.5%,58.7%,6,6
2025-01-31,testimonials,4,35.46,0.675,47.4%,52.0%,0,1
2025-02-01,about,18,114.71,0.69,13.0%,34.4%,18,2
2025-02-01,contact,36,281.74,0.768,46.4%,15.2%,7,16
2025-02-01,home,55,401.62,0.641,10.5%,21.8%,36,5
2025-02-01,services,20,230.3,0.813,37.8%,40.1%,16,7
2025-02-01,blog,12,121.66,0.678,20.0%,44.9%,6,2
2025-02-01,faq,8,73.39,0.773,61.9%,32.3%,4,4
2025-02-01,pricing,4,32.36,1.019,10.2%,58.0%,4,0
2025-02-01,testimonials,3,22.0,0.566,49.5%,41.2%,0,1
2025-02-02,about,21,125.68,0.535,44.5%,39.2%,6,9
2025-02-02,contact,21,130.3,0.958,10.5%,19.5%,5,2
2025-02-02,home,42,278.4,0.62,25.1%,27.2%,37,10
2025-02-02,services,13,109.63,0.46,49.2%,52.8%,5,6
2025-02-02,blog,10,60.15,0.866,14.5%,54.8%,6,1
2025-02-02,faq,6,59.02,0.604,13.4%,38.2%,1,0
2025-02-02,pricing,10,72.52,0.48,40.7%,56.5%,3,4
2025-02-02,testimonials,3,27.8,0.611,11.4%,29.8%,0,0
2025-02-03,about,42,385.78,0.508,43.3%,47.1%,36,18
2025-02-03,contact,41,397.61,0.967,65.9%,45.9%,35,27
2025-02-03,home,54,481.06,0.994,66.7%,20.7%,17,36
2025-02-03,services,28,266.41,0.794,33.5%,28.1%,9,9
2025-02-03,blog,16,141.35,0.942,42.3%,32.3%,13,6
2025-02-03,faq,10,87.8,1.001,45.3%,17.0%,9,4
2025-02-03,pricing,6,58.03,0.865,46.8%,19.4%,6,2
2025-02-03,testimonials,2,17.28,0.63,23.6%,52.3%,1,0
2025-02-04,about,20,199.34,0.686,62.7%,13.6%,13,12
2025-02-04,contact,42,300.59,0.758,68.9%,14.8%,4,28
2025-02-04,home,69,572.83,0.852,49.6%,25.8%,49,34
2025-02-04,services,33,318.95,0.771,44.7%,28.3%,17,14
2025-02-04,blog,12,114.08,0.935,33.7%,28.6%,7,4
2025-02-04,faq,10,74.17,0.862,57.9%,52.8%,7,5
2025-02-04,pricing,6,62.98,0.842,62.1%,32.6%,0,3
2025-02-04,testimonials,6,53.9,0.434,12.7%,19.3%,4,0
2025-02-05,about,33,330.9,0.673,47.8%,39.4%,5,15
2025-02-05,contact,45,532.92,0.747,36.0%,20.1%,29,16
2025-02-05,home,54,449.07,0.883,36.6%,34.7%,33,19
2025-02-05,services,25,263.79,0.992,15.1%,21.0%,19,3
2025-02-05,blog,20,120.5,0.585,52.4%,43.6%,9,10
2025-02-05,faq,8,86.68,0.66,15.8%,27.6%,5,1
2025-02-05,pricing,8,56.4,0.647,25.3%,57.4%,2,2
2025-02-05,testimonials,5,45.75,1.232,30.6%,19.2%,5,1
2025-02-06,about,35,298.37,0.625,25.3%,35.3%,13,8
2025-02-06,contact,43,380.54,0.706,57.9%,36.1%,4,24
2025-02-06,home,50,519.6,0.842,66.3%,12.7%,49,33
2025-02-06,services,25,220.46,0.611,27.2%,15.2%,21,6
2025-02-06,blog,19,166.87,0.881,16.5%,35.3%,17,3
2025-02-06,faq,10,92.61,0.676,45.1%,24.0%,9,4
2025-02-06,pricing,8,89.59,0.906,48.7%,21.7%,1,3
2025-02-06,testimonials,4,33.55,0.738,28.7%,35.7%,0,1
2025-02-07,about,36,220.68,0.79,19.6%,42.4%,36,7
2025-02-07,contact,37,407.0,0.742,27.6%,22.7%,17,10
2025-02-07,home,44,361.42,1.23,68.3%,43.9%,30,30
2025-02-07,services,24,171.72,0.691,56.5%,31.7%,6,13
2025-02-07,blog,16,140.54,0.799,24.6%,26.2%,10,3
2025-02-07,faq,8,78.11,0.677,23.4%,14.0%,2,1
2025-02-07,pricing,10,117.6,0.98,21.7%,29.5%,5,2
2025-02-07,testimonials,3,32.19,0.593,25.2%,47.9%,0,0
2025-02-08,about,31,233.34,0.663,12.3%,12.2%,24,3
2025-02-08,contact,27,251.18,0.708,20.5%,39.8%,6,5
2025-02-08,home,39,289.18,0.973,43.8%,36.7%,27,17
2025-02-08,services,18,168.52,0.5,18.4%,53.5%,2,3
2025-02-08,blog,5,43.01,0.991,38.0%,53.0%,5,1
2025-02-08,faq,9,79.6,0.564,59.9%,10.8%,0,5
2025-02-08,pricing,16,109.36,0.928,65.4%,48.8%,9,10
2025-02-08,testimonials,5,34.45,0.459,20.0%,11.2%,4,1
2025-02-09,about,25,234.87,0.597,37.0%,31.1%,7,9
2025-02-09,contact,25,213.39,0.838,61.7%,50.7%,4,15
2025-02-09,home,45,388.94,0.7,23.5%,37.6%,20,10
2025-02-09,services,24,213.54,0.769,41.9%,30.4%,8,10
2025-02-09,blog,7,60.9,0.563,40.4%,29.0%,5,2
2025-02-09,faq,8,48.54,0.738,52.0%,51.3%,2,4
2025-02-09,pricing,7,73.2,0.541,48.5%,20.5%,3,3
2025-02-09,testimonials,4,44.61,0.542,12.1%,54.4%,4,0
2025-02-10,about,42,450.91,0.766,56.5%,24.4%,2,23
2025-02-10,contact,43,439.0,0.555,31.9%,49.3%,5,13
2025-02-10,home,76,642.47,1.205,30.8%,53.1%,6,23
2025-02-10,services,30,249.89,1.122,24.4%,41.1%,4,7
2025-02-10,blog,11,79.74,0.962,29.5%,51.7%,9,3
2025-02-10,faq,8,61.6,0.794,60.6%,45.9%,6,4
2025-02-10,pricing,7,73.55,1.189,33.0%,26.3%,2,2
2025-02-10,testimonials,4,33.59,0.705,47.3%,16.4%,3,1
2025-02-11,about,39,358.04,0.416,47.3%,51.0%,0,18
2025-02-11,contact,56,419.01,0.734,52.6%,43.1%,52,29
2025-02-11,home,69,695.35,0.776,27.2%,31.4%,5,18
2025-02-11,services,28,286.52,0.702,10.6%,41.8%,9,2
2025-02-11,blog,16,94.2,0.37,42.6%,43.5%,5,6
2025-02-11,faq,6,59.1,0.67,38.5%,27.6%,5,2
2025-02-11,pricing,5,30.47,1.003,59.8%,30.0%,5,2
2025-02-11,testimonials,7,61.78,0.843,19.0%,14.5%,3,1
2025-02-12,about,38,331.4,1.014,12.7%,22.2%,6,4
2025-02-12,contact,50,394.67,0.41,52.4%,39.4%,20,26
2025-02-12,home,59,491.82,0.927,28.4%,51.7%,6,16
2025-02-12,services,27,188.27,0.74,42.9%,15.8%,13,11
2025-02-12,blog,24,202.81,0.835,16.5%,35.4%,15,3
2025-02-12,faq,4,39.02,0.947,49.9%,16.5%,2,1
2025-02-12,pricing,7,60.91,0.837,63.2%,46.5%,0,4
2025-02-12,testimonials,7,72.23,0.928,39.6%,15.8%,3,2
2025-02-13,about,28,239.41,1.003,10.3%,23.7%,18,2
2025-02-13,contact,48,454.57,0.717,68.1%,26.0%,41,32
2025-02-13,home,58,405.81,0.666,53.7%,31.0%,47,31
2025-02-13,services,21,201.34,0.517,13.9%,31.7%,11,2
2025-02-13,blog,17,113.81,0.608,32.8%,10.9%,0,5
2025-02-13,faq,10,88.05,0.795,20.2%,42.6%,5,2
2025-02-13,pricing,8,76.58,1.005,39.3%,54.5%,8,3
2025-02-13,testimonials,3,26.18,0.626,28.3%,56.3%,2,0
2025-02-14,about,37,382.27,0.642,25.4%,32.3%,5,9
2025-02-14,contact,52,491.03,0.664,10.5%,33.8%,19,5
2025-02-14,home,68,622.86,0.873,63.2%,31.3%,47,42
2025-02-14,services,32,307.36,0.435,23.4%,32.2%,23,7
